units
"Schooner ""Ada D. Bishop""."
"Schooner ""Sidney Smith""."
"Schooner ""Cecil L. Shave"""
"Schooner ""Ethel""."
"Schooner ""W. C. McKay""."
" Schooner ""Cecil L. Shave""."
"Schooner ""Revenue""."
"Schooner ""Moran""."
"Schooner ""W. C. McKay"""
"Schooner ""W. C. McKay ""."
"Schooner ""Revenue"""
"Schooner ""Antoinette ""."
"""D"" Coy. 14th Bn."
"""E"" Coy. 73rd Bn."
152nd Bn
4th Canadian Div. Trench Mortar Bty.
4th Canadian Div. Ammunition Col. Sub. Park
1st Canadian T.M. Bty.
36th Bty.
Motor Machine Gun Mechanical Transport Coy.
"Regimental Depot,"
"Gen. Depot, Canadian Area Employment Coy."
"H.M.S. ""Roxburgh."""
"H.M.S. ""Essex"""
"Signals, 2nd"
No. 11 Artillery Depot
"2nd Regimental Depot, (Central Ontario)."
"H.M. Trawler ""J. C. Meickle."""
Alberta Dragoons
Alberta Dragoons.
2nd (University) Coy.
"""Yukon"" Machine Gun Bty."
3rd R.B.
"""A"" Coy. 11th Bn."
24th Bty. 6th Bde.
"H.M. Trawler ""Borneo."""
"Regimental Depot, 108th Bn."
"Regimental Depot, (New Brunswick)."
Light Railway Construction Coy.
1st Army Transport Coy.
1st Railway Bn.
No. 1 Canadian War Graves Detachment
Training Centre
2nd Div. Coy.
"""D"" Coy. 103rd Bn."
148th Bn
1st Field Coy
3rd Div. M.G. Coy.
22nd Bty. 6th Bde.
"H.M.S. ""Bayano."""
3rd Coy. 29th Bn.
44th Bty. 11th Bde.
58th Bn
"H.M.S. ""Laurentic"""
Prince Edward Island Detachment Of Heavy Artillery
"""E"" Coy. 8th Bn."
"1st Regimental Depot, (Central Ontario)."
